OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Time,Date___Tim,Address,Latitude,Longitude,Ordinance_,Violation,Ward,Neighborho,Community,Day,Tow_Zone,x,y
3154,Northrop,2022-2023,4,271123302584,1/6/23 12:00 AM,10:00 AM,1/6/23 10:00 AM,725 32ND ST W,44.944743,-93.289715,478.1000(c),Snow emergency parking restrictions - odd number address,10,South Uptown,Calhoun Isle,3,5,-10384963.570066,5612826.59313151
3155,Northrop,2022-2023,4,271123302583,1/6/23 12:00 AM,9:55 AM,1/6/23 9:55 AM,719 32ND ST W,44.94471,-93.289241,478.1000(c),Snow emergency parking restrictions - odd number address,10,South Uptown,Calhoun Isle,3,5,-10384910.8045968,5612821.403005
3156,Northrop,2022-2023,4,271123302582,1/6/23 12:00 AM,9:31 AM,1/6/23 9:31 AM,207 32ND ST W,44.944671,-93.281744,478.1000(c),Snow emergency parking restrictions - odd number address,8,Lyndale,Powderhorn,3,5,-10384076.2424314,5612815.26917155
3157,Northrop,2022-2023,4,271123302581,1/6/23 12:00 AM,9:24 AM,1/6/23 9:24 AM,101 32ND ST E,44.94497,-93.276424,478.1000(c),Snow emergency parking restrictions - odd number address,8,Lyndale,Powderhorn,3,5,-10383484.0226605,5612862.29538169
3158,Northrop,2022-2023,4,271123302580,1/6/23 12:00 AM,9:22 AM,1/6/23 9:22 AM,103 32ND ST E,44.944975,-93.2764,478.1000(c),Snow emergency parking restrictions - odd number address,8,Lyndale,Powderhorn,3,5,-10383481.3510697,5612863.08166927
3159,Northrop,2022-2023,4,271123302579,1/6/23 12:00 AM,9:18 AM,1/6/23 9:18 AM,111 32ND ST E,44.944961,-93.276037,478.1000(c),Snow emergency parking restrictions - odd number address,8,Lyndale,Powderhorn,3,5,-10383440.9420331,5612860.8798096
3160,Northrop,2022-2023,4,271123302577,1/5/23 12:00 AM,2:42 PM,1/5/23 2:42 PM,1214 33RD ST W,44.94292,-93.295298,478.1000(b),Snow emergency parking restrictions - even number address,10,South Uptown,Calhoun Isle,3,5,-10385585.0668115,5612539.88009957
3161,Northrop,2022-2023,4,271123302576,1/5/23 12:00 AM,2:38 PM,1/5/23 2:38 PM,1212 33RD ST W,44.942898,-93.294845,478.1000(b),Snow emergency parking restrictions - even number address,10,South Uptown,Calhoun Isle,3,5,-10385534.6390593,5612536.42007763
3162,Northrop,2022-2023,4,271123302575,1/5/23 12:00 AM,2:24 PM,1/5/23 2:24 PM,816 33RD ST W,44.942935,-93.291535,478.1000(b),Snow emergency parking restrictions - even number address,10,South Uptown,Calhoun Isle,3,5,-10385166.1715718,5612542.2391612
3163,Northrop,2022-2023,4,271123302574,1/5/23 12:00 AM,2:20 PM,1/5/23 2:20 PM,808 33RD ST W,44.942909,-93.29102,478.1000(b),Snow emergency parking restrictions - even number address,10,South Uptown,Calhoun Isle,3,5,-10385108.8419932,5612538.15001772
3164,Northrop,2022-2023,4,271123302573,1/5/23 12:00 AM,1:32 PM,1/5/23 1:32 PM,710 33RD ST W,44.942945,-93.288769,478.1000(b),Snow emergency parking restrictions - even number address,10,South Uptown,Calhoun Isle,3,5,-10384858.2617768,5612543.81196359
3165,Northrop,2022-2023,4,271123302571,1/5/23 12:00 AM,1:19 PM,1/5/23 1:19 PM,608 33RD ST W,44.942936,-93.287274,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,3,5,-10384691.839172,5612542.39644143
3166,Northrop,2022-2023,4,271123302570,1/5/23 12:00 AM,1:16 PM,1/5/23 1:16 PM,600 33RD ST W,44.942958,-93.286984,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10384659.5565327,5612545.85646566
3167,Northrop,2022-2023,4,271123302569,1/5/23 12:00 AM,12:47 PM,1/5/23 12:47 PM,528 33RD ST W,44.942953,-93.286684,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10384626.1606471,5612545.07006425
3168,Northrop,2022-2023,4,271123302568,1/5/23 12:00 AM,12:36 PM,1/5/23 12:36 PM,502 33RD ST W,44.94293,-93.285734,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10384520.4071594,5612541.45276011
3169,Northrop,2022-2023,4,271123302567,1/5/23 12:00 AM,12:23 PM,1/5/23 12:23 PM,118 33RD ST W,44.942936,-93.280432,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10383930.1912318,5612542.39644143
3170,Northrop,2022-2023,4,271123302566,1/5/23 12:00 AM,12:18 PM,1/5/23 12:18 PM,108 33RD ST W,44.942966,-93.28006,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10383888.7803737,5612547.11456661
3171,Northrop,2022-2023,4,271123302565,1/5/23 12:00 AM,12:06 PM,1/5/23 12:06 PM,20 33RD ST W,44.942951,-93.278992,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10383769.8911811,5612544.75550371
3172,Northrop,2022-2023,4,271123302564,1/5/23 12:00 AM,12:02 PM,1/5/23 12:02 PM,16 33RD ST W,44.942952,-93.278645,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10383731.2632383,5612544.91278398
3173,Northrop,2022-2023,4,271123302561,1/5/23 12:00 AM,11:51 AM,1/5/23 11:51 AM,4 33RD ST E,44.943154,-93.27755,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10383609.3684811,5612576.68204031
3174,Northrop,2022-2023,4,271123302560,1/5/23 12:00 AM,11:46 AM,1/5/23 11:46 AM,6 33RD ST E,44.943198,-93.277541,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10383608.3665595,5612583.60211637
3175,Northrop,2022-2023,4,271123302559,1/5/23 12:00 AM,11:42 AM,1/5/23 11:42 AM,32 33RD ST E,44.94322,-93.276497,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10383492.1490577,5612587.06201495
3176,Northrop,2022-2023,4,271123302558,1/5/23 12:00 AM,11:40 AM,1/5/23 11:40 AM,36 33RD ST E,44.943286,-93.276331,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10383473.669971,5612597.44214298
3177,Northrop,2022-2023,4,271123302557,1/5/23 12:00 AM,11:01 AM,1/5/23 11:01 AM,1504 32ND ST W,44.944815,-93.299888,478.1000(b),Snow emergency parking restrictions - even number address,10,East Bde Maka Ska,Calhoun Isle,2,5,-10386096.0232107,5612837.91724712
3178,Northrop,2022-2023,4,271123302556,1/5/23 12:00 AM,10:58 AM,1/5/23 10:58 AM,1502 32ND ST W,44.944801,-93.299847,478.1000(b),Snow emergency parking restrictions - even number address,10,East Bde Maka Ska,Calhoun Isle,2,5,-10386091.4591013,5612835.71525212
3179,Northrop,2022-2023,4,271123302555,1/5/23 12:00 AM,10:52 AM,1/5/23 10:52 AM,1438 32ND ST W,44.944817,-93.299277,478.1000(b),Snow emergency parking restrictions - even number address,10,East Bde Maka Ska,Calhoun Isle,2,5,-10386028.0070688,5612838.23181787
3180,Northrop,2022-2023,4,271123302554,1/5/23 12:00 AM,10:44 AM,1/5/23 10:44 AM,1432 32ND ST W,44.94479,-93.298837,478.1000(b),Snow emergency parking restrictions - even number address,10,East Bde Maka Ska,Calhoun Isle,2,5,-10385979.0264366,5612833.98525503
3181,Northrop,2022-2023,4,271123302553,1/5/23 12:00 AM,10:35 AM,1/5/23 10:35 AM,1422 32ND ST W,44.944782,-93.29812,478.1000(b),Snow emergency parking restrictions - even number address,10,South Uptown,Calhoun Isle,2,5,-10385899.2103851,5612832.72697266
3182,Northrop,2022-2023,4,271123302552,1/5/23 12:00 AM,10:28 AM,1/5/23 10:28 AM,1302 32ND ST W,44.944771,-93.29604,478.1000(b),Snow emergency parking restrictions - even number address,10,South Uptown,Calhoun Isle,2,5,-10385667.6658785,5612830.99697613
3183,Northrop,2022-2023,4,271123302551,1/5/23 12:00 AM,10:23 AM,1/5/23 10:23 AM,1200 32ND ST W,44.944814,-93.294668,478.1000(b),Snow emergency parking restrictions - even number address,10,South Uptown,Calhoun Isle,2,5,-10385514.9355018,5612837.75996175
3184,Northrop,2022-2023,4,271123302550,1/5/23 12:00 AM,10:20 AM,1/5/23 10:20 AM,1114 32ND ST W,44.944784,-93.293668,478.1000(b),Snow emergency parking restrictions - even number address,10,South Uptown,Calhoun Isle,2,5,-10385403.6159832,5612833.04154323
3185,Northrop,2022-2023,4,271123302549,1/5/23 12:00 AM,10:10 AM,1/5/23 10:10 AM,808 32ND ST W,44.944822,-93.28992,478.1000(b),Snow emergency parking restrictions - even number address,10,South Uptown,Calhoun Isle,2,5,-10384986.3905127,5612839.01810337
3186,Northrop,2022-2023,4,271123302548,1/5/23 12:00 AM,10:06 AM,1/5/23 10:06 AM,802 32ND ST W,44.944789,-93.289669,478.1000(b),Snow emergency parking restrictions - even number address,10,South Uptown,Calhoun Isle,2,5,-10384958.4493335,5612833.82796972
3187,Northrop,2022-2023,4,271123302547,1/5/23 12:00 AM,9:59 AM,1/5/23 9:59 AM,800 32ND ST W,44.944799,-93.28967,478.1000(b),Snow emergency parking restrictions - even number address,10,South Uptown,Calhoun Isle,2,5,-10384958.5606581,5612835.40068146
3188,Northrop,2022-2023,4,271123302545,1/5/23 12:00 AM,9:55 AM,1/5/23 9:55 AM,706 32ND ST W,44.944783,-93.288622,478.1000(b),Snow emergency parking restrictions - even number address,10,South Uptown,Calhoun Isle,2,5,-10384841.8978579,5612832.88425794
3189,Northrop,2022-2023,4,271123302544,1/5/23 12:00 AM,9:52 AM,1/5/23 9:52 AM,700 32ND ST W,44.944798,-93.288491,478.1000(b),Snow emergency parking restrictions - even number address,10,South Uptown,Calhoun Isle,2,5,-10384827.3150329,5612835.24353758
3190,Northrop,2022-2023,4,271123302543,1/5/23 12:00 AM,9:38 AM,1/5/23 9:38 AM,408 32ND ST W,44.944795,-93.284661,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10384400.9613437,5612834.7716816
3191,Northrop,2022-2023,4,271123302542,1/5/23 12:00 AM,9:24 AM,1/5/23 9:24 AM,308 32ND ST W,44.944766,-93.28367,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10384290.6437467,5612830.21054989
3192,Northrop,2022-2023,4,271123302541,1/5/23 12:00 AM,9:18 AM,1/5/23 9:18 AM,222 32ND ST W,44.944796,-93.282661,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10384178.3224066,5612834.92896692
3193,Northrop,2022-2023,4,271123302540,1/5/23 12:00 AM,9:11 AM,1/5/23 9:11 AM,204 32ND ST W,44.944788,-93.281741,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10384075.9084575,5612833.67068441
3194,Northrop,2022-2023,4,271123302539,1/5/23 12:00 AM,9:07 AM,1/5/23 9:07 AM,202 32ND ST W,44.944773,-93.281616,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10384061.9934801,5612831.31154665
3195,Northrop,2022-2023,4,271123302538,1/5/23 12:00 AM,8:55 AM,1/5/23 8:55 AM,124 32ND ST W,44.944773,-93.281267,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10384023.1429883,5612831.31154665
3196,Northrop,2022-2023,4,271123302537,1/5/23 12:00 AM,8:45 AM,1/5/23 8:45 AM,118 32ND ST W,44.944773,-93.280839,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10383975.4982515,5612831.31154665
3197,Northrop,2022-2023,4,271123302536,1/5/23 12:00 AM,8:39 AM,1/5/23 8:39 AM,108 32ND ST W,44.94472,-93.280196,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10383903.9198218,5612822.97585602
3198,Northrop,2022-2023,4,271123302533,1/5/23 12:00 AM,8:25 AM,1/5/23 8:25 AM,16 32ND ST W,44.944737,-93.279319,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10383806.2926313,5612825.64956194
3199,Northrop,2022-2023,4,271123302532,1/5/23 12:00 AM,8:15 AM,1/5/23 8:15 AM,8 32ND ST E,44.944925,-93.277324,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10383584.2102172,5612855.21780634
3200,Northrop,2022-2023,4,271123302531,1/5/23 12:00 AM,8:08 AM,1/5/23 8:08 AM,108 32ND ST E,44.944968,-93.276196,478.1000(b),Snow emergency parking restrictions - even number address,8,Lyndale,Powderhorn,2,5,-10383458.6418475,5612861.98081009
3201,Northrop,2022-2023,4,271123302109,1/6/23 12:00 AM,2:35 PM,1/6/23 2:35 PM,3415 TYLER ST NE,45.029796,-93.246109,478.1000(c),Snow emergency parking restrictions - odd number address,1,Waite Park,Northeast,2,2,-10380109.3723486,5626213.47689873
3202,Northrop,2022-2023,4,271123302108,1/6/23 12:00 AM,2:30 PM,1/6/23 2:30 PM,2915 TYLER ST NE,45.020785,-93.245967,478.1000(c),Snow emergency parking restrictions - odd number address,1,Audubon Park,Northeast,2,2,-10380093.5649527,5624794.25277037
3203,Northrop,2022-2023,4,271123302107,1/6/23 12:00 AM,2:29 PM,1/6/23 2:29 PM,2913 TYLER ST NE,45.020774,-93.246048,478.1000(c),Snow emergency parking restrictions - odd number address,1,Audubon Park,Northeast,2,2,-10380102.5818468,5624792.52047885
3204,Northrop,2022-2023,4,271123302106,1/6/23 12:00 AM,2:14 PM,1/6/23 2:14 PM,3547 TYLER ST NE,45.032872,-93.243493,478.1000(c),Snow emergency parking restrictions - odd number address,1,Waite Park,Northeast,2,2,-10379818.1605464,5626697.9951527
3205,Northrop,2022-2023,4,271123302105,1/6/23 12:00 AM,2:07 PM,1/6/23 2:07 PM,2919 FILLMORE ST NE,45.021032,-93.242229,478.1000(c),Snow emergency parking restrictions - odd number address,1,Audubon Park,Northeast,2,2,-10379677.4527285,5624833.15201562
3206,Northrop,2022-2023,4,271123302104,1/6/23 12:00 AM,2:02 PM,1/6/23 2:02 PM,2907 FILLMORE ST NE,45.020602,-93.242255,478.1000(c),Snow emergency parking restrictions - odd number address,1,Audubon Park,Northeast,2,2,-10379680.3469685,5624765.43270055
3207,Northrop,2022-2023,4,271123302103,1/6/23 12:00 AM,1:43 PM,1/6/23 1:43 PM,3147 PIERCE ST NE,45.025462,-93.240922,478.1000(c),Snow emergency parking restrictions - odd number address,1,Waite Park,Northeast,2,2,-10379531.9581521,5625530.84801116
3208,Northrop,2022-2023,4,271123302102,1/6/23 12:00 AM,1:42 PM,1/6/23 1:42 PM,3155 PIERCE ST NE,45.025634,-93.240875,478.1000(c),Snow emergency parking restrictions - odd number address,1,Waite Park,Northeast,2,2,-10379526.7260949,5625557.93794744
3209,Northrop,2022-2023,4,271123302101,1/6/23 12:00 AM,1:27 PM,1/6/23 1:27 PM,2501 BUCHANAN ST NE,45.013457,-93.239678,478.1000(c),Snow emergency parking restrictions - odd number address,1,Audubon Park,Northeast,2,2,-10379393.4767266,5623640.26429515
3210,Northrop,2022-2023,4,271123302100,1/6/23 12:00 AM,1:13 PM,1/6/23 1:13 PM,3301 MCKINLEY ST NE,45.027898,-93.228097,478.1000(c),Snow emergency parking restrictions - odd number address,1,Waite Park,Northeast,2,2,-10378104.2856188,5625914.5250451
3211,Northrop,2022-2023,4,271123302099,1/6/23 12:00 AM,12:25 PM,1/6/23 12:25 PM,913 26TH AVE NE,45.014975,-93.247025,478.1000(c),Snow emergency parking restrictions - odd number address,1,Audubon Park,Northeast,2,2,-10380211.3409992,5623879.30162088
3212,Northrop,2022-2023,4,271123302098,1/6/23 12:00 AM,12:24 PM,1/6/23 12:24 PM,913 26TH AVE NE,45.014908,-93.246962,478.1000(c),Snow emergency parking restrictions - odd number address,1,Audubon Park,Northeast,2,2,-10380204.3278482,5623868.75102873
3213,Northrop,2022-2023,4,271123302097,1/6/23 12:00 AM,12:20 PM,1/6/23 12:20 PM,953 26TH AVE NE,45.015006,-93.246064,478.1000(c),Snow emergency parking restrictions - odd number address,1,Audubon Park,Northeast,2,2,-10380104.3629407,5623884.18315566
3214,Northrop,2022-2023,4,271123302096,1/6/23 12:00 AM,12:19 PM,1/6/23 12:19 PM,955 26TH AVE NE,45.014985,-93.245837,478.1000(c),Snow emergency parking restrictions - odd number address,1,Audubon Park,Northeast,2,2,-10380079.0934523,5623880.87625898
3215,Northrop,2022-2023,4,271123302095,1/6/23 12:00 AM,12:15 PM,1/6/23 12:15 PM,957 26TH AVE NE,45.015027,-93.245729,478.1000(c),Snow emergency parking restrictions - odd number address,1,Audubon Park,Northeast,2,2,-10380067.0708935,5623887.49005355
3216,Northrop,2022-2023,4,271123302094,1/6/23 12:00 AM,12:14 PM,1/6/23 12:14 PM,959 26TH AVE NE,45.014995,-93.245773,478.1000(c),Snow emergency parking restrictions - odd number address,1,Audubon Park,Northeast,2,2,-10380071.9689767,5623882.45103897
3217,Northrop,2022-2023,4,271123302092,1/6/23 12:00 AM,11:56 AM,1/6/23 11:56 AM,1105 26TH AVE NE,45.015001,-93.243618,478.1000(c),Snow emergency parking restrictions - odd number address,1,Audubon Park,Northeast,2,2,-10379832.0755237,5623883.39590709
3218,Northrop,2022-2023,4,271123302091,1/6/23 12:00 AM,11:59 AM,1/6/23 11:59 AM,1027 26TH AVE NE,45.01489,-93.244263,478.1000(c),Snow emergency parking restrictions - odd number address,1,Audubon Park,Northeast,2,2,-10379903.8766027,5623865.91657087
3219,Northrop,2022-2023,4,271123302090,1/6/23 12:00 AM,12:02 PM,1/6/23 12:02 PM,1007 26TH AVE NE,45.014933,-93.245242,478.1000(c),Snow emergency parking restrictions - odd number address,1,Audubon Park,Northeast,2,2,-10380012.8583042,5623872.68783231
3220,Northrop,2022-2023,4,271123302087,1/6/23 12:00 AM,11:12 AM,1/6/23 11:12 AM,1117 SPRING ST NE,45.014918,-93.242956,478.1000(c),Snow emergency parking restrictions - odd number address,1,Audubon Park,Northeast,2,2,-10379758.3820263,5623870.3258066
3221,Northrop,2022-2023,4,271123302086,1/6/23 12:00 AM,11:51 AM,1/6/23 11:51 AM,1117 26TH AVE NE,45.014898,-93.243002,478.1000(c),Snow emergency parking restrictions - odd number address,1,Audubon Park,Northeast,2,2,-10379763.5026586,5623867.17639274
3222,Northrop,2022-2023,4,271123302084,1/6/23 12:00 AM,11:05 AM,1/6/23 11:05 AM,671 PIERCE ST NE,44.996895,-93.243027,478.1000(c),Snow emergency parking restrictions - odd number address,3,Beltrami,Northeast,2,2,-10379766.2856741,5621032.6807195
3223,Northrop,2022-2023,4,271123302083,1/6/23 12:00 AM,11:00 AM,1/6/23 11:00 AM,631 PIERCE ST NE,44.996009,-93.241032,478.1000(c),Snow emergency parking restrictions - odd number address,3,Beltrami,Northeast,2,2,-10379544.2032601,5620893.20686965
3224,Northrop,2022-2023,4,271123302082,1/6/23 12:00 AM,10:56 AM,1/6/23 10:56 AM,607 PIERCE ST NE,44.995388,-93.241125,478.1000(c),Snow emergency parking restrictions - odd number address,3,Beltrami,Northeast,2,2,-10379554.5559496,5620795.45034866
3225,Northrop,2022-2023,4,271123302081,1/6/23 12:00 AM,10:50 AM,1/6/23 10:50 AM,317 BUCHANAN ST NE,44.991852,-93.239689,478.1000(c),Snow emergency parking restrictions - odd number address,3,Beltrami,Northeast,2,2,-10379394.7011973,5620238.84159004
3226,Northrop,2022-2023,4,271123302080,1/6/23 12:00 AM,9:39 AM,1/6/23 9:39 AM,903 27TH AVE SE,44.986972,-93.215048,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,2,4,-10376651.6776712,5619470.72736275
3227,Northrop,2022-2023,4,271123302079,1/6/23 12:00 AM,9:29 AM,1/6/23 9:29 AM,1011 26TH AVE SE,44.988526,-93.21658,478.1000(c),Snow emergency parking restrictions - odd number address,1,Como,University,2,4,-10376822.2190868,5619715.32052015
3228,Northrop,2022-2023,4,271123302078,1/6/23 12:00 AM,9:22 AM,1/6/23 9:22 AM,1087 27TH AVE SE,44.990825,-93.215199,478.1000(c),Snow emergency parking restrictions - odd number address,1,Como,University,2,4,-10376668.4868886,5620077.18580115
3229,Northrop,2022-2023,4,271123302077,1/6/23 12:00 AM,9:19 AM,1/6/23 9:19 AM,1007 27TH AVE SE,44.988291,-93.215198,478.1000(c),Snow emergency parking restrictions - odd number address,1,Como,University,2,4,-10376668.3755639,5619678.332055
3230,Northrop,2022-2023,4,271123302076,1/6/23 12:00 AM,9:15 AM,1/6/23 9:15 AM,931 27TH AVE SE,44.987713,-93.215299,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,2,4,-10376679.6188504,5619587.35688436
3231,Northrop,2022-2023,4,271123302074,1/6/23 12:00 AM,8:41 AM,1/6/23 8:41 AM,881 27TH AVE SE,44.986442,-93.215368,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,2,4,-10376687.2998491,5619387.30903619
3232,Northrop,2022-2023,4,271123302073,1/6/23 12:00 AM,8:21 AM,1/6/23 8:21 AM,2107 FAIRMONT ST SE,44.986133,-93.222606,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,2,4,-10377493.0303383,5619338.67497038
3233,Northrop,2022-2023,4,271123302072,1/6/23 12:00 AM,8:18 AM,1/6/23 8:18 AM,1925 FAIRMONT ST SE,44.98607,-93.224667,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,2,4,-10377722.4597771,5619328.75928213
